Morph-Lemma,Morph-Inflection
は,は
はぁ,はぁ
はあ,はあ
はい,はい
はいる,はいっ
はいる,はいら
はかない,はかな
はかない,はかない
はかない,はかなき
はかない,はかなく
はしゃぐ,はしゃい
はしゃぐ,はしゃぎ
はしゃぐ,はしゃぐ
はしゃぐ,はしゃげ
はじめ,はじめ
はじめまして,はじめまして
はじめる,はじめ
はじめる,はじめる
はず,はず
はちみつ,はちみつ
はっ,はっ
はっきり,はっきり
はつ,はつ
はねる,はね
はねる,はねる
はみだす,はみだし
はやい,はやい
はやい,はやく
はやる,はやっ
はやる,はやり
はやる,はやる
はやる,はやん
はる,はっ
はる,はり
はる,はる
はる,はん
はるか,はるか
はれる,はれる
はーい,はーい
ば,ば
ばあちゃん,ばあちゃん
ばかり,ばかり
ばっか,ばっか
ばっかり,ばっかり
ばっちい,ばっち
ばらす,ばらし
ひき殺す,ひき殺し
ひく,ひい
ひく,ひか
ひく,ひき
ひく,ひく
ひたすら,ひたすら
ひっくり返す,ひっくり返し
ひっくり返す,ひっくり返す
ひっくり返る,ひっくり返っ
ひっくり返る,ひっくり返り
ひっくり返る,ひっくり返る
ひっくるめる,ひっくるめ
ひと,ひと
ひとつ,ひとつ
ひとまず,ひとまず
ひとり,ひとり
ひどい,ひど
ひどい,ひどい
ひどい,ひどかっ
ひどい,ひどく
ひどく,ひどく
ひまわり,ひまわり
ひむ,ひみ
ひむ,ひめ
ひらめく,ひらめい
ひる,ひ
ひる,ひっ
ひる,ひら
ひる,ひる
ひ孫,ひ孫
びしょびしょ,びしょびしょ
びっくり,びっくり
ぴったり,ぴったり
ふう,ふい
ふう,ふう
ふう,ふっ
ふう,ふわ
ふくむ,ふくみ
ふざける,ふざけ
ふざける,ふざける
ふざける,ふざけろ
ふざける,ふざけん
ふてくされる,ふてくされ
ふと,ふと
ふむ,ふむ
ふむ,ふん
ふむふむ,ふむふむ
ふり,ふり
ふる,ふ
ふる,ふっ
ふる,ふら
ふる,ふり
ふる,ふる
ふるさと,ふるさと
ふるまう,ふるまい
ふるまう,ふるまう
ふるまう,ふるまっ
ふれあう,ふれあい
ふん,ふん
ふんわり,ふんわり
ふーん,ふーん
ぶす,ぶし
ぶっ飛ばす,ぶっ飛ばさ
ぶっ飛ばす,ぶっ飛ばし
ぶっ飛ばす,ぶっ飛ばす
ぶつ,ぶた
ぶつ,ぶち
ぶつ,ぶっ
ぶつ,ぶつ
ぶつかる,ぶつかっ
ぶつかる,ぶつかり
ぶつかる,ぶつかる
ぶつける,ぶつけ
ぶつける,ぶつけよ
ぶつける,ぶつけりゃ
ぶつける,ぶつける
ぶつける,ぶつけれ
ぶと,ぶと
ぶら下がる,ぶら下がっ
ぶり,ぶり
ぶる,ぶ
ぶる,ぶっ
ぶる,ぶら
ぶる,ぶり
ぶる,ぶる
ぶん,ぶん
ぶん殴る,ぶん殴っ
ぶん殴る,ぶん殴ら
ぶん殴る,ぶん殴る
へ,へ
へいへい,へいへい
へぇ,へぇ
へこむ,へこみ
へこむ,へこむ
へこむ,へこん
へばる,へばっ
へる,へ
へる,へっ
へる,へり
へる,へる
べ,べ
べし,べから
べし,べき
べし,べく
べし,べし
ぺらぺら,ぺらぺら
ほう,ほう
ほか,ほか
ほかなる,ほかなら
ほこ,ほこ
ほこらしい,ほこらしい
ほしい,ほし
ほしい,ほしい
ほしい,ほしかっ
ほしい,ほしく
ほしい,ほしけりゃ
ほっと,ほっと
ほっとく,ほっとい
ほっとく,ほっとか
ほっとく,ほっとき
ほっとく,ほっときゃ
ほっとく,ほっとく
ほっとく,ほっとけ
ほとんど,ほとんど
ほど,ほど
ほぼ,ほぼ
ほら,ほら
ほる,ほ
ほる,ほっ
ほる,ほれ
ほれる,ほれ
ほんと,ほんと
ほんとに,ほんとに
ほんの,ほんの
ぼく,ぼく
ぼる,ぼれ
ぼんやり,ぼんやり
ぼーっと,ぼーっと
ぽい,ぽ
ぽい,ぽい
ぽい,ぽかっ
ま,ま
まぁ,まぁ
まあ,まあ
まい,まい
まいる,まいっ
まいる,まいり
まいる,まいる
まいる,まいれ
まくる,まく
まくる,まくっ
まくる,まくり
まくる,まくりゃ
まくる,まくる
まくる,まくれ
まくる,まくろ
まさか,まさか
まさに,まさに
まじ,まじ
まじ,まじき
まじめ,まじめ
ます,まさ
ます,まし
ます,ましょ
ます,ます
ます,ますれ
ます,ませ
ます,まそ
ますます,ますます
まず,まず
まずい,まず
まずい,まずい
まずい,まずかっ
まずい,まずく
まずい,まずくっ
まずは,まずは
また,また
または,または
またまた,またまた
まだ,まだ
まだまだ,まだまだ
まっ,まっ
まっすぐ,まっすぐ
まったく,まったく
まで,まで
まとまる,まとまっ
まとまる,まとまら
まとまる,まとまる
まとまる,まとまれ
まとめ,まとめ
まとめる,まとめ
まとめる,まとめる
まとめる,まとめろ
まとも,まとも
まどか,まどか
まぶしい,まぶし
まぶしい,まぶしい
まぶしい,まぶしく
まま,まま
まもなく,まもなく
まゆ,まゆ
まるで,まるで
まるまる,まるまる
まわる,まわっ
まわる,まわり
まわる,まわる
まわる,まわれ
まわれる,まわれ
まんじゅう,まんじゅう
み,み
みき,みき
みじん,みじん
みせる,みせ
みせる,みせよ
みせる,みせる
みせる,みせろ
みそ,みそ
みたい,みたい
みつ,みっ
みつ,みつ
みつける,みつけ
みな,みな
みなさん,みなさん
みまう,みまい
みる,み
みる,みよ
みる,みりゃ
みる,みる
みる,みれ
みる,みろ
みる,みん
みんな,みんな
むしろ,むしろ
むずかしい,むずかしい
め,め
めちゃくちゃ,めちゃくちゃ
めちゃめちゃ,めちゃめちゃ
めっちゃ,めっちゃ
も,も
もう,もう
もうこ,もうこ
もうすぐ,もうすぐ
もう一度,もう一度
もう少し,もう少し
もがく,もがい
もがく,もがき
もがく,もがく
もさ,もさ
もし,もし
もしか,もしか
もしかして,もしかして
もしくは,もしくは
もしも,もしも
もしもし,もしもし
もたらす,もたらさ
もたらす,もたらし
もたらす,もたらす
もち,もち
もちろん,もちろん
もっと,もっと
もっとも,もっとも
もつ,もた
もつ,もち
もつ,もっ
もつ,もつ
もつ,もて
もてなす,もてなし
もてなす,もてなす
もてる,もて
もてる,もてる
もと,もと
もともと,もともと
もとより,もとより
もの,もの
ものすごい,ものすご
ものすごい,ものすごい
ものすごい,ものすごかっ
ものすごい,ものすごく
ものの,ものの
もはや,もはや
もやもや,もやもや
もらう,もらい
もらう,もらう
もらう,もらえ
もらう,もらお
もらう,もらっ
もらう,もらわ
もらえる,もらえ
もらえる,もらえりゃ
もらえる,もらえる
もらえる,もらえれ
もらえる,もらえん
もん,もん
や,や
や,やっ
や,やろ
やあ,やあ
やから,やから
やがて,やがて
やく,やい
やく,やき
やく,やく
やけど,やけど
やけに,やけに
やさしい,やさしい
やさしい,やさしかっ
やさしい,やさしく
やす,やし
やす,やしょ
やす,やす
やす,やせ
やすい,やす
やすい,やすい
やすい,やすかっ
やすい,やすく
やっかい,やっかい
やってくる,やってき
やってくる,やってく
やってくる,やってくる
やってくる,やってくれ
やってくる,やってこ
やって来る,やって来
やって来る,やって来よ
やって来る,やって来る
やっと,やっと
やっぱ,やっぱ
やっぱり,やっぱり
やつ,やつ
やはり,やはり
やめ,やめ
やめる,やめ
やめる,やめよ
やめる,やめりゃ
やめる,やめる
やめる,やめろ
やら,やら
やらす,やらさ
やらす,やらし
やられる,やられる
やりがい,やりがい
やりとり,やりとり
やりなおす,やりなおす
やり取り,やり取り
やり方,やり方
やり直し,やり直し
やり直す,やり直し
やり直す,やり直す
やり直す,やり直そ
やる,や
やる,やっ
やる,やら
やる,やり
やる,やりゃ
やる,やる
やる,やれ
やる,やろ
やる,やん
やる気,やる気
やれる,やれ
やれる,やれよ
やれる,やれる
やわらかい,やわらか
やわらかい,やわらかい
ゆう,ゆい
ゆう,ゆう
ゆう,ゆっ
ゆうべ,ゆうべ
ゆか,ゆか
ゆく,ゆい
ゆく,ゆか
ゆく,ゆき
ゆく,ゆく
ゆく,ゆこ
ゆず,ゆず
ゆっくり,ゆっくり
よ,よ
よい,よ
よい,よい
よい,よぅ
よい,よかっ
よい,よから
よい,よかれ
よい,よかろ
よい,よき
よい,よく
よい,よくっ
よい,よけりゃ
よい,よけれ
よい,よし
よう,よい
よう,よう
よう,よっ
ようこそ,ようこそ
ようやく,ようやく
よく,よく
よけい,よけい
よし,よし
よしっ,よしっ
よせ,よせ
よそえる,よそえ
よっぽど,よっぽど
よね,よね
よほど,よほど
より,より
よる,よっ
よる,よら
よる,より
よる,よりゃ
よる,よる
よる,よれ
よろしい,よろしい
よろしい,よろしかっ
よろしい,よろしく
よろしい,よろしけれ
よろしい,よろしゅう
よろしく,よろしく
よー,よー
よーし,よーし
ら,ら
らい,らい
らしい,らし
らしい,らしい
らしい,らしき
らしい,らしく
らしい,らしくっ
らっしゃる,らっしゃい
らっしゃる,らっしゃっ
らっしゃる,らっしゃる
られる,られ
られる,られりゃ
られる,られる
られる,られれ
られる,られん
らん,らん
り,り
り,る
りえ,りえ
りっぱ,りっぱ
りんご,りんご
る,りゃ
る,る
る,るる
る,れ
る,れよ
る,ん
るり,るり
れる,れ
れる,れよ
れる,れりゃ
れる,れる
れる,れれ
れる,れろ
れる,れん
ろ,ろ
ろくな,ろくな
わ,わ
わぁ,わぁ
わぁー,わぁー
わあ,わあ
わかる,わかっ
わかる,わから
わかる,わかり
わかる,わかる
わかる,わかれ
わかる,わかん
わが,わが
わく,わい
わく,わか
わく,わきゃ
わく,わく
わく,わけ
わけ,わけ
わける,わけ
わさび,わさび
わざと,わざと
わざわざ,わざわざ
わずか,わずか
わたくし,わたくし
わたし,わたし
わっ,わっ
わな,わな
わびしい,わびしい
